SMILES,pH_aq,logIE
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.44
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.5
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.02
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.09
Oc1cccc(c1)[N+]([O-])=O,10.5,0.69
O=C1NC(=O)c2ccccc12,10.5,-0.54
Nc1ccc(cc1)C(O)=O,10.5,-0.35
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.15
OC(=O)c1ccccc1,10.5,0
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.88
Oc1cccc(c1)C(F)(F)F,10.5,2.71
OC(=O)c1ccccc1O,10.5,0.65
C/C=C/C=C/C(O)=O,10.5,-0.46
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.8
OC(=O)c1cc(I)cc(I)c1O,10.5,2.14
Oc1ccc(cc1)c2ccccc2,10.5,0.08
OC(=O)c1ccc(O)cc1,10.5,0.03
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.64
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.68
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.07
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.27
Oc1cccc(c1)[N+]([O-])=O,10.5,0.72
O=C1NC(=O)c2ccccc12,10.5,-0.51
Nc1ccc(cc1)C(O)=O,10.5,-0.36
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.27
OC(=O)c1ccccc1,10.5,-2.13
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.75
Oc1cccc(c1)C(F)(F)F,10.5,2.62
OC(=O)c1ccccc1O,10.5,0.76
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,-0.14
OC(=O)c1cc(I)cc(I)c1O,10.5,2.2
Oc1ccc(cc1)c2ccccc2,10.5,-2.39
OC(=O)c1ccc(O)cc1,10.5,-1.65
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.61
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.51
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.49
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.41
Oc1cccc(c1)[N+]([O-])=O,10.5,0.6
O=C1NC(=O)c2ccccc12,10.5,-3
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.17
OC(=O)c1ccccc1,7,-0.29
Oc1ccc(cc1)[N+]([O-])=O,7,1.02
Oc1cccc(c1)C(F)(F)F,7,2.13
OC(=O)c1ccccc1O,7,0.68
C/C=C/C=C/C(O)=O,7,-0.37
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.9
OC(=O)c1cc(I)cc(I)c1O,7,1.62
Oc1ccc(cc1)c2ccccc2,7,0.33
OC(=O)c1ccc(O)cc1,7,-0.1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.07
O[S](=O)(=O)c1cccc2ccccc12,7,0.77
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.05
Oc1cccc(c1)[N+]([O-])=O,7,0.85
O=C1NC(=O)c2ccccc12,7,-1.21
Nc1ccc(cc1)C(O)=O,7,-0.56
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.78
OC(=O)c1ccccc1,7,0.42
Oc1ccc(cc1)[N+]([O-])=O,7,1.36
Oc1cccc(c1)C(F)(F)F,7,2.48
OC(=O)c1ccccc1O,7,1.03
C/C=C/C=C/C(O)=O,7,0.09
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.15
OC(=O)c1cc(I)cc(I)c1O,7,2.03
Oc1ccc(cc1)c2ccccc2,7,0.27
OC(=O)c1ccc(O)cc1,7,0.27
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.48
O[S](=O)(=O)c1cccc2ccccc12,7,1.2
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.53
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.5
Oc1cccc(c1)[N+]([O-])=O,7,1.26
O=C1NC(=O)c2ccccc12,7,-0.72
Nc1ccc(cc1)C(O)=O,7,-0.08
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.91
OC(=O)c1ccccc1,7,0.1
Oc1ccc(cc1)[N+]([O-])=O,7,1.16
Oc1cccc(c1)C(F)(F)F,7,2.37
OC(=O)c1ccccc1O,7,0.84
C/C=C/C=C/C(O)=O,7,-0.27
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.95
OC(=O)c1cc(I)cc(I)c1O,7,1.84
Oc1ccc(cc1)c2ccccc2,7,-0.16
OC(=O)c1ccc(O)cc1,7,0.06
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.23
O[S](=O)(=O)c1cccc2ccccc12,7,0.98
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.15
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,0.92
O=C1NC(=O)c2ccccc12,7,-0.99
Nc1ccc(cc1)C(O)=O,7,-0.36
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.73
OC(=O)c1ccccc1,7,0.45
Oc1ccc(cc1)[N+]([O-])=O,7,1.46
Oc1cccc(c1)C(F)(F)F,7,2.76
OC(=O)c1ccccc1O,7,1.16
C/C=C/C=C/C(O)=O,7,0.11
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.29
OC(=O)c1cc(I)cc(I)c1O,7,2.3
Oc1ccc(cc1)c2ccccc2,7,0.09
OC(=O)c1ccc(O)cc1,7,0.48
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.58
O[S](=O)(=O)c1cccc2ccccc12,7,1.54
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.5
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.63
Oc1cccc(c1)[N+]([O-])=O,7,1.26
O=C1NC(=O)c2ccccc12,7,-0.8
Nc1ccc(cc1)C(O)=O,7,0.03
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.15
OC(=O)c1ccccc1,7,0.64
Oc1ccc(cc1)[N+]([O-])=O,7,1.45
Oc1cccc(c1)C(F)(F)F,7,2.82
OC(=O)c1ccccc1O,7,1.27
C/C=C/C=C/C(O)=O,7,0.02
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.22
OC(=O)c1cc(I)cc(I)c1O,7,2.42
Oc1ccc(cc1)c2ccccc2,7,-0.01
OC(=O)c1ccc(O)cc1,7,0.54
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.6
O[S](=O)(=O)c1cccc2ccccc12,7,1.7
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.6
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.56
Oc1cccc(c1)[N+]([O-])=O,7,1.17
O=C1NC(=O)c2ccccc12,7,-0.98
Nc1ccc(cc1)C(O)=O,7,0.05
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.18
OC(=O)c1ccccc1,7,-3.4
Oc1ccc(cc1)[N+]([O-])=O,7,0.34
Oc1cccc(c1)C(F)(F)F,7,2.6
OC(=O)c1ccccc1O,7,0.13
C/C=C/C=C/C(O)=O,7,-3.02
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.08
OC(=O)c1cc(I)cc(I)c1O,7,1.9
Oc1ccc(cc1)c2ccccc2,7,-2.56
OC(=O)c1ccc(O)cc1,7,-1.7
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.98
O[S](=O)(=O)c1cccc2ccccc12,7,1.14
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.78
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,-0.39
O=C1NC(=O)c2ccccc12,7,-2.69
Nc1ccc(cc1)C(O)=O,7,-2.31
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.18
OC(=O)c1ccccc1,7,-0.29
Oc1ccc(cc1)[N+]([O-])=O,7,0.29
Oc1cccc(c1)C(F)(F)F,7,0.62
OC(=O)c1ccccc1O,7,0.24
C/C=C/C=C/C(O)=O,7,-0.67
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.33
OC(=O)c1cc(I)cc(I)c1O,7,0.65
Oc1ccc(cc1)c2ccccc2,7,-0.85
OC(=O)c1ccc(O)cc1,7,-0.28
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.53
O[S](=O)(=O)c1cccc2ccccc12,7,0.51
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.32
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,0.66
Oc1cccc(c1)[N+]([O-])=O,7,0.25
O=C1NC(=O)c2ccccc12,7,-1.23
Nc1ccc(cc1)C(O)=O,7,-0.71
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,0.93
OC(=O)c1ccccc1,7,-0.03
Oc1ccc(cc1)[N+]([O-])=O,7,0.27
Oc1cccc(c1)C(F)(F)F,7,1.51
OC(=O)c1ccccc1O,7,0.43
C/C=C/C=C/C(O)=O,7,-0.39
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.73
OC(=O)c1cc(I)cc(I)c1O,7,1.1
Oc1ccc(cc1)c2ccccc2,7,-0.34
OC(=O)c1ccc(O)cc1,7,-0.06
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.88
O[S](=O)(=O)c1cccc2ccccc12,7,0.92
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.64
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,0.89
Oc1cccc(c1)[N+]([O-])=O,7,0.62
O=C1NC(=O)c2ccccc12,7,-1.19
Nc1ccc(cc1)C(O)=O,7,-0.39
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.25
OC(=O)c1ccccc1,7,0.22
Oc1ccc(cc1)[N+]([O-])=O,7,0.72
Oc1cccc(c1)C(F)(F)F,7,1.74
OC(=O)c1ccccc1O,7,0.7
C/C=C/C=C/C(O)=O,7,-0.25
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.93
OC(=O)c1cc(I)cc(I)c1O,7,1.31
Oc1ccc(cc1)c2ccccc2,7,-0.14
OC(=O)c1ccc(O)cc1,7,0.18
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.96
O[S](=O)(=O)c1cccc2ccccc12,7,1.05
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.83
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,0.75
O=C1NC(=O)c2ccccc12,7,-1
Nc1ccc(cc1)C(O)=O,7,-0.18
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.41
OC(=O)c1ccccc1,7,0.24
Oc1ccc(cc1)[N+]([O-])=O,7,0.84
Oc1cccc(c1)C(F)(F)F,7,1.9
OC(=O)c1ccccc1O,7,0.81
C/C=C/C=C/C(O)=O,7,-0.14
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.87
OC(=O)c1cc(I)cc(I)c1O,7,1.35
Oc1ccc(cc1)c2ccccc2,7,-0.1
OC(=O)c1ccc(O)cc1,7,0.12
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.12
O[S](=O)(=O)c1cccc2ccccc12,7,1.11
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.94
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.2
Oc1cccc(c1)[N+]([O-])=O,7,0.84
O=C1NC(=O)c2ccccc12,7,-0.87
Nc1ccc(cc1)C(O)=O,7,-0.18
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.49
OC(=O)c1ccccc1,7,0.33
Oc1ccc(cc1)[N+]([O-])=O,7,1.15
Oc1cccc(c1)C(F)(F)F,7,2.15
OC(=O)c1ccccc1O,7,1
C/C=C/C=C/C(O)=O,7,-0.23
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.93
OC(=O)c1cc(I)cc(I)c1O,7,1.65
Oc1ccc(cc1)c2ccccc2,7,-0.12
OC(=O)c1ccc(O)cc1,7,0.39
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.24
O[S](=O)(=O)c1cccc2ccccc12,7,1.29
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.49
Oc1cccc(c1)[N+]([O-])=O,7,1.09
O=C1NC(=O)c2ccccc12,7,-0.65
Nc1ccc(cc1)C(O)=O,7,-0.26
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.9
OC(=O)c1ccccc1,7,0.42
Oc1ccc(cc1)[N+]([O-])=O,7,1.5
Oc1cccc(c1)C(F)(F)F,7,2.69
OC(=O)c1ccccc1O,7,1.36
C/C=C/C=C/C(O)=O,7,-0.42
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.05
OC(=O)c1cc(I)cc(I)c1O,7,1.9
Oc1ccc(cc1)c2ccccc2,7,-0.21
OC(=O)c1ccc(O)cc1,7,0.5
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.52
O[S](=O)(=O)c1cccc2ccccc12,7,1.45
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.44
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.75
Oc1cccc(c1)[N+]([O-])=O,7,1.26
Nc1ccc(cc1)C(O)=O,7,-0.45
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.24
OC(=O)c1ccccc1,7,-0.29
Oc1ccc(cc1)[N+]([O-])=O,7,0.29
Oc1cccc(c1)C(F)(F)F,7,0.62
OC(=O)c1ccccc1O,7,0.24
C/C=C/C=C/C(O)=O,7,-0.67
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.33
OC(=O)c1cc(I)cc(I)c1O,7,0.65
Oc1ccc(cc1)c2ccccc2,7,-0.85
OC(=O)c1ccc(O)cc1,7,-0.28
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.53
O[S](=O)(=O)c1cccc2ccccc12,7,0.51
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.32
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,0.66
Oc1cccc(c1)[N+]([O-])=O,7,0.25
O=C1NC(=O)c2ccccc12,7,-1.23
Nc1ccc(cc1)C(O)=O,7,-0.71
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,0.93
OC(=O)c1ccccc1,7,0.01
Oc1ccc(cc1)[N+]([O-])=O,7,0.97
Oc1cccc(c1)C(F)(F)F,7,1.27
OC(=O)c1ccccc1O,7,0.79
C/C=C/C=C/C(O)=O,7,-0.34
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.84
OC(=O)c1cc(I)cc(I)c1O,7,1.15
Oc1ccc(cc1)c2ccccc2,7,-0.02
OC(=O)c1ccc(O)cc1,7,0.13
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.94
O[S](=O)(=O)c1cccc2ccccc12,7,0.73
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.71
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,0.95
O=C1NC(=O)c2ccccc12,7,-1.15
Nc1ccc(cc1)C(O)=O,7,-0.31
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.48
OC(=O)c1ccccc1,7,0.19
Oc1ccc(cc1)[N+]([O-])=O,7,1.32
Oc1cccc(c1)C(F)(F)F,7,1.75
OC(=O)c1ccccc1O,7,1.1
C/C=C/C=C/C(O)=O,7,-0.25
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.16
OC(=O)c1cc(I)cc(I)c1O,7,1.42
Oc1ccc(cc1)c2ccccc2,7,0.17
OC(=O)c1ccc(O)cc1,7,0.28
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.18
O[S](=O)(=O)c1cccc2ccccc12,7,0.92
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.98
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.57
Oc1cccc(c1)[N+]([O-])=O,7,1.23
O=C1NC(=O)c2ccccc12,7,-0.87
Nc1ccc(cc1)C(O)=O,7,-0.28
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.58
OC(=O)c1ccccc1,7,0.34
Oc1ccc(cc1)[N+]([O-])=O,7,1.46
Oc1cccc(c1)C(F)(F)F,7,1.87
OC(=O)c1ccccc1O,7,1.21
C/C=C/C=C/C(O)=O,7,-0.01
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.34
OC(=O)c1cc(I)cc(I)c1O,7,1.6
Oc1ccc(cc1)c2ccccc2,7,0.34
OC(=O)c1ccc(O)cc1,7,0.28
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.37
O[S](=O)(=O)c1cccc2ccccc12,7,1.03
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.12
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.7
Oc1cccc(c1)[N+]([O-])=O,7,1.4
O=C1NC(=O)c2ccccc12,7,-0.73
Nc1ccc(cc1)C(O)=O,7,-0.11
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.52
OC(=O)c1ccccc1,7,0.55
Oc1ccc(cc1)[N+]([O-])=O,7,1.69
Oc1cccc(c1)C(F)(F)F,7,2.24
OC(=O)c1ccccc1O,7,1.33
C/C=C/C=C/C(O)=O,7,0.21
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.35
OC(=O)c1cc(I)cc(I)c1O,7,1.77
Oc1ccc(cc1)c2ccccc2,7,0.67
OC(=O)c1ccc(O)cc1,7,0.41
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.42
O[S](=O)(=O)c1cccc2ccccc12,7,1.17
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.31
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.78
Oc1cccc(c1)[N+]([O-])=O,7,1.58
O=C1NC(=O)c2ccccc12,7,-0.45
Nc1ccc(cc1)C(O)=O,7,0.05
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.48
OC(=O)c1ccccc1,7,0.65
Oc1ccc(cc1)[N+]([O-])=O,7,1.89
Oc1cccc(c1)C(F)(F)F,7,2.63
OC(=O)c1ccccc1O,7,1.58
C/C=C/C=C/C(O)=O,7,0.36
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.51
OC(=O)c1cc(I)cc(I)c1O,7,2.14
Oc1ccc(cc1)c2ccccc2,7,0.98
OC(=O)c1ccc(O)cc1,7,0.51
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.68
O[S](=O)(=O)c1cccc2ccccc12,7,1.64
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.73
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,2.12
Oc1cccc(c1)[N+]([O-])=O,7,1.69
O=C1NC(=O)c2ccccc12,7,0.38
Nc1ccc(cc1)C(O)=O,7,0.37
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.18
OC(=O)c1ccccc1O,10.5,0.61
OC(=O)c1ccccc1,10.5,0
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,10.5,0.36
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,10.5,1.92
COc1ccc2cc(ccc2c1)C(C)C(O)=O,10.5,0.22
OC(=O)/C=C/C(O)=O,10.5,-1.08
CCCCCCCCCCCC(O)=O,10.5,0.43
C[C@H](CCC(=O)NCC[S](O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,10.5,1.74
C/C=C/C=C/C(O)=O,10.5,-0.65
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,10.5,1.49